,filename,keywords,score,Unnamed: 0,Name,Url,Rating,True Rating,#Ratings,Price,True Price,Display Size,True Display Size,Refresh Rate,Resolution,True Resolution,Response Time,Ports,Num Ports,Curved,Speakers,Height Adjustable,Num Features,Manufacturer,Valid
10,product35,"-Very clear, sharp screen -Good standard color saturation -Good font clarity and sharpness -Integrated speakers -Comes with a DVI-D to HDMI cable and a VGA to VGA cable -Monitor has a VGA",5.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
11,product35,"Monitor, large, picture quality, height, tilt, easy to set up, no installation needed, comes with cables.",5.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
12,product35,"-a monitor for only $88-about 300/4000 (4/11/2020) reviews were 1 stars with sound issues, screen issues, power cord issues, one-and-done then never coming back on, and just plain crappy craftsmanship-I received it today",4.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
13,product35,-easy to set up and use -product was in perfect condition -screen is clear -work from home -ordering another one soon -use with labtop and HDMI cord,5.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
14,product35,"monitor, dual-monitor, Dell, resolution, speakers, bezel",5.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
15,product35,"-20"" monitor-Sceptre-positive reviews-easy assembly- intuitive- gaming display",5.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
16,product35,"-This monitor is NOT 20"" -It is 20"" inches diagonal if you include the bezel -The viewing screen is 19"" diagonal and 17"" across -If you're trying to convince me that it's 20"" aspect ratio or other industry lingo",3.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
17,product35,-Sceptre monitor-dead pixel-eye strain-light leak-jagged picture-washed out images,1.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
18,product35,"quality, screen, amazing, bright, colorful, light, seamless, easy, job, purchase",5.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
19,product35,"This monitor, company, product, price, installation, HDMI cable, screwdriver, stand, wall-mounting screws.",5.0,35,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_38?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556886&sprefix=computer+monitor%2Caps%2C192&sr=8-38,4.5/5 Stars,4.5,"21,662",$99.99,99.99,20.0 Inches,20.0,60 Hertz,1600x900,1440000.0,5 Milliseconds,"HDMI, VGA, DVI",3,False,True,False,1,Sceptre,True
20,product50,"crisp, clear, gorgeous picture, high quality, nature, compatible, MacPro, desktop, silver tower, DVI-to-HDMI cable, Samsung monitor, RV, rolling around the country, bumpy washboard roads, jarred",5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
21,product50,"display, text, crisp, color, brightness, bezel, low price, skimpy directions, USB ports, keyboard, laptop, peripherals",5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
22,product50,"Amazon Warehouse, open box, Samsung, 1080P, Work From Home, desk arm",5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
23,product50,"jagged, uneven weighting, shadows, colors, glows",1.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
24,product50,"-Samsung Business SR650 24"" monitor -black and metal finish -thin bezels -light matte finish -TCQ certified -sustainably sourced components -USB 3.0 hub -1920x1080p signal",4.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
25,product50,"This, great, monitor, I, purchased, for, my, home, office., The seller, shipped, this to me as soon as possible. The item was very securely packaged and it was quite easy to assemble the stand and base to the monitor.",5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
26,product50,-Display-Port-Connection-Picture-Quality-Adjustable,5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
27,product50,helpful,5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
28,product50,"This, Samsung, monitor, left, right, stand, desk, angle, pixels, packaging, quick, video",5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
29,product50,helpful,5.0,50,"Samsung Business S27R650FDN, SR650 Series 27 inch IPS 1080p 75Hz Computer Monitor for Business with VGA, HDMI, DisplayPort, and USB Hub, 3-Year Warranty",https://www.amazon.com/Samsung-Computer-Business-DisplayPort-S27R650FDN/dp/B082X41YXM/ref=sr_1_51?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656556980&sprefix=computer+monitor%2Caps%2C192&sr=8-51,4.6/5 Stars,4.6,551,$263.93,263.93,27.0 Inches,27.0,75 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA, Display Port",3,False,False,True,1,Samsung,True
30,product68,"Acer, monitor, HDMI, color, wash out, black, contrast, gamma",1.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
31,product68,"Acer, computers, years, husband, mine, last, year, hopfully, they, value, great, quality, no problems",5.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
32,product68,"One person found this helpfulhelpful, person",1.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
33,product68,-Do not buy if you need a monitor for gaming or video-The brightness is out of control and cannot be fixed-Picture quality is terrible,5.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
34,product68,"I, monitor, order, was, sent, with, model, one, monitor, quality, Mine, I, have, used",5.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
35,product68,helpful,5.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
36,product68,"screen, monitor, work, home, friend, demand",5.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
37,product68,helpful,5.0,68,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_69?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1656557093&sprefix=computer+monitor%2Caps%2C192&sr=8-69,4.4/5 Stars,4.4,932,$112.71,112.71,21.5 Inches,21.5,60 Hertz,1920x1080,2073600.0,5 Milliseconds,"HDMI, VGA",2,False,False,False,0,Acer,True
